TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e001428,27,여,30,6,1,1,3,3,,4,5,2,2,47,47190,48,48840,26,26170,2,4,2,4,4,2,1,6,대구광역시,서울,2인 여행(가족 외),2023-06-03~2023-06-04,2,9,3,1
e000966,11,남,60,6,1,2,4,13,,4,7,2,2,42,42230,28,28710,44,44825,6,6,5,7,6,5,7,1,서울특별시,경기,부모 동반 여행,2023-06-09~2023-06-09,3,6,5,4
e000400,11,남,50,7,1,2,4,2,,1,11,2,1,50,50130,42,42210,26,26350,4,5,2,2,5,5,5,5,서울특별시,경기,3인 이상 여행(가족 외),2023-05-16~2023-05-16,3,2,1,3
e001081,11,남,30,6,1,2,2,1,,6,8,2,2,42,42830,41,41110,46,46150,2,4,1,5,2,2,3,3,서울특별시,경기,2인 가족 여행,2023-05-27~2023-05-27,3,2,1,1
e002197,41,여,20,6,1,1,4,3,,3,7,3,3,50,50130,47,47130,48,48310,1,1,7,1,1,1,1,7,경기도,서울,2인 여행(가족 외),2023-06-06~2023-06-06,5,3,1,1
e006905,41,여,30,7,1,2,3,2,,5,7,3,4,42,42210,42,42150,26,26350,2,2,3,5,3,5,2,3,경기도,경기,나홀로 여행,2023-08-11~2023-08-11,8,2,5,0
e003336,43,여,20,6,1,1,1,2,,4,,3,6,50,50130,26,26500,46,46150,2,2,1,2,4,4,2,5,충청북도,서울,2인 여행(가족 외),2023-07-01~2023-07-02,7,1,8,1
e010064,30,여,20,4,1,1,3,12,,4,6,3,5,27,27110,41,41110,46,46130,3,5,3,3,3,6,6,2,대전광역시,서울,2인 여행(가족 외),2023-08-28~2023-08-28,3,2,1,1
e001452,11,남,30,6,1,1,2,3,,5,8,2,1,50,50130,26,26350,41,41820,2,3,1,3,2,2,2,2,서울특별시,경기,2인 여행(가족 외),2023-05-28~2023-05-28,2,6,7,1
e000387,11,남,30,6,1,2,4,4,,1,6,2,2,42,42210,41,41460,26,26350,2,2,2,4,5,6,3,4,서울특별시,경기,자녀 동반 여행,2023-05-27~2023-05-29,2,3,6,3
e009700,11,여,20,6,1,1,4,12,,1,8,3,3,42,42210,42,42150,26,26500,6,1,4,3,3,5,2,7,서울특별시,경기,2인 여행(가족 외),2023-08-23~2023-08-23,3,7,1,1
e011208,41,남,30,6,3,1,4,2,,3,7,2,2,41,41110,11,11680,11,11110,3,6,2,2,1,1,2,6,경기도,서울,3인 이상 여행(가족 외),2023-08-26~2023-08-26,9,3,1,2
e004309,41,여,60,4,1,2,4,4,,4,7,3,1,42,42210,42,42830,42,42230,2,2,2,3,1,1,2,2,경기도,서울,3인 이상 여행(가족 외),2023-07-08~2023-07-09,3,7,1,2
e008079,41,남,40,6,1,2,4,3,,7,7,2,2,42,42150,42,42830,11,11680,1,1,1,2,2,7,2,7,경기도,서울,자녀 동반 여행,2023-08-26~2023-08-26,8,3,7,1
e001126,41,여,40,7,1,2,3,11,,1,6,3,3,42,42150,42,42820,50,50130,4,4,4,4,4,4,4,4,서울특별시,경기,자녀 동반 여행,2023-05-29~2023-05-29,5,1,6,1
e003369,43,남,40,6,1,2,1,3,,4,,2,1,41,41110,11,11650,42,42130,5,5,1,4,7,4,2,4,충청북도,경기,자녀 동반 여행,2023-07-01~2023-07-02,3,1,7,1
e000317,41,남,30,6,1,1,1,3,,4,,1,1,29,29155,47,47190,29,29110,5,6,5,4,5,5,4,4,경기도,서울,나홀로 여행,2023-05-27~2023-05-29,6,7,8,0
e007879,41,여,40,6,1,2,4,3,,4,12,3,2,50,50110,42,42210,26,26350,4,2,2,3,5,5,4,5,경기도,서울,자녀 동반 여행,2023-08-26~2023-08-26,3,7,1,2
e006900,28,여,20,6,1,1,4,2,,7,10,3,2,42,42170,11,11440,50,50110,3,2,1,6,7,4,2,5,인천광역시,서울,나홀로 여행,2023-08-22~2023-08-22,7,2,1,0
e002411,41,남,30,5,4,2,2,3,,6,8,2,1,50,50130,26,26350,42,42150,2,3,1,6,2,4,5,6,서울특별시,경기,2인 가족 여행,2023-06-04~2023-06-04,3,2,1,1
e010200,44,남,40,4,1,2,3,13,,3,3,2,1,44,44825,41,41820,43,43150,2,4,3,3,2,3,4,4,충청남도,경기,자녀 동반 여행,2023-08-26~2023-08-26,2,1,3,2
e002279,41,여,30,6,1,2,2,3,,5,11,2,2,41,41460,42,42150,50,50130,2,1,2,2,6,2,2,7,경기도,경기,2인 가족 여행,2023-06-03~2023-06-03,7,5,3,1
e003020,29,남,20,7,2,1,1,12,,2,,2,2,50,50130,42,42150,26,26350,1,4,1,5,6,2,6,6,광주광역시,서울,2인 여행(가족 외),2023-07-02~2023-07-03,7,2,9,1
e009940,41,남,20,5,1,1,2,3,,3,10,2,1,50,50130,42,42170,26,26500,1,1,1,5,4,1,1,7,경기도,경기,2인 여행(가족 외),2023-08-26~2023-08-26,3,4,2,1
e011150,11,남,20,6,2,1,3,3,,1,7,3,1,11,11680,50,50110,26,26350,7,3,2,1,4,6,2,6,서울특별시,경기,2인 여행(가족 외),2023-08-27~2023-08-27,1,2,3,1
e006291,11,여,60,2,4,2,3,4,,12,12,4,2,42,42830,41,41290,41,41360,3,4,3,4,2,4,3,5,서울특별시,경기,자녀 동반 여행,2023-08-19~2023-08-19,3,2,6,2
e004010,11,남,30,6,1,2,2,3,,5,7,2,2,42,42210,41,41570,28,28710,4,3,3,5,5,2,6,3,서울특별시,경기,2인 가족 여행,2023-06-30~2023-07-01,3,2,1,1
e002070,41,여,20,6,1,1,1,2,,6,,3,3,11,11200,50,50110,42,42150,3,6,2,2,5,7,6,2,경기도,서울,나홀로 여행,2023-06-05~2023-06-05,1,4,2,0
e003386,11,여,20,6,1,1,1,3,,4,,2,1,50,50130,42,42150,26,26500,4,1,2,2,1,6,4,6,서울특별시,경기,2인 여행(가족 외),2023-06-24~2023-06-25,1,3,2,1
e007861,11,여,30,5,1,2,4,11,,1,6,2,1,42,42730,41,41220,44,44270,2,4,5,5,4,5,2,2,서울특별시,경기,자녀 동반 여행,2023-08-20~2023-08-20,7,3,8,3
e003235,28,여,30,6,1,2,3,1,,5,9,2,2,42,42230,48,48730,44,44825,1,3,3,1,4,4,1,7,인천광역시,경기,자녀 동반 여행,2023-07-01~2023-07-02,2,3,1,4
e005570,11,여,60,5,5,2,3,2,,4,7,3,3,41,41830,28,28110,42,42130,4,7,3,1,1,7,1,2,서울특별시,인천,2인 여행(가족 외),2023-07-29~2023-07-29,1,2,4,1
e000689,47,남,20,6,1,1,4,7,,2,6,2,1,11,11680,26,26350,46,46130,4,2,1,6,5,5,1,6,경상북도,서울,2인 여행(가족 외),2023-05-26~2023-05-29,1,3,2,1
e004317,28,남,30,5,1,1,3,3,,3,5,2,1,28,28710,11,11230,43,43150,2,2,2,2,3,3,4,3,인천광역시,경기,2인 여행(가족 외),2023-07-17~2023-07-17,2,1,3,1
e004854,27,남,20,6,3,1,4,12,,1,6,3,6,47,47290,47,47850,47,47130,2,2,4,5,2,4,3,5,대구광역시,서울,2인 여행(가족 외),2023-07-07~2023-07-09,1,3,7,1
e011783,28,여,20,4,1,1,1,7,,4,,3,5,50,50110,42,42150,11,11440,7,1,1,7,7,1,6,7,인천광역시,서울,나홀로 여행,2023-08-28~2023-08-28,1,5,10,0
e001059,41,남,30,5,1,2,2,13,,3,7,1,1,44,44210,50,50130,26,26350,1,1,1,4,4,1,4,7,경기도,경기,2인 가족 여행,2023-05-30~2023-05-31,3,1,9,1
e000355,11,여,40,6,1,2,3,11,,1,5,2,2,42,42150,41,41290,41,41480,3,3,1,3,4,1,2,6,서울특별시,인천,자녀 동반 여행,2023-05-21~2023-05-21,7,8,3,2
e002126,47,남,40,6,1,1,1,3,,4,,2,1,11,11680,11,11440,26,26350,4,3,2,4,4,3,4,4,경상북도,서울,3인 이상 여행(가족 외),2023-06-03~2023-06-04,6,1,2,2
e009343,41,여,20,5,1,1,2,12,,3,4,3,3,42,42150,50,50110,11,11170,4,7,1,1,5,1,7,7,경기도,서울,2인 여행(가족 외),2023-08-27~2023-08-27,1,3,5,1
e006591,41,남,30,5,1,2,3,11,,1,5,3,3,42,42230,30,30140,41,41610,3,3,2,3,5,5,3,5,경기도,서울,자녀 동반 여행,2023-08-10~2023-08-10,8,7,3,1
e005899,46,남,40,7,3,2,3,2,,5,6,2,3,46,46110,46,46130,50,50130,6,4,5,2,2,2,6,3,전라남도,경기,자녀 동반 여행,2023-07-29~2023-07-29,3,1,7,2
e008999,41,여,20,5,1,1,6,4,,3,5,3,3,42,42150,50,50130,31,31140,3,2,2,5,4,3,6,4,경기도,서울,나홀로 여행,2023-08-26~2023-08-26,1,7,2,0
e002972,26,여,30,6,1,1,3,3,,3,5,3,3,11,11710,46,46130,46,46150,4,5,6,3,1,4,5,1,부산광역시,서울,나홀로 여행,2023-06-24~2023-06-24,1,8,2,0
e002925,11,남,60,6,1,2,3,2,,3,5,3,5,42,42820,42,42130,27,27290,1,5,1,4,3,3,4,3,서울특별시,경기,자녀 동반 여행,2023-06-10~2023-06-10,9,3,10,4
e004733,30,여,40,6,1,2,4,3,,4,7,4,1,50,50130,11,11140,46,46130,2,2,1,4,6,5,1,6,대전광역시,서울,자녀 동반 여행,2023-07-28~2023-07-29,3,8,5,3
e003937,41,여,40,5,1,2,4,11,,2,7,2,2,42,42720,47,47290,41,41460,1,7,1,3,7,6,2,7,경기도,서울,자녀 동반 여행,2023-07-08~2023-07-08,1,5,3,3
e003411,30,여,30,6,1,2,3,2,,5,7,1,1,50,50130,26,26350,42,42170,1,1,1,4,1,1,7,7,대전광역시,경기,자녀 동반 여행,2023-06-24~2023-06-25,1,,,2
e001935,41,남,20,6,1,1,4,2,,4,11,2,4,42,42760,11,11710,47,47930,1,1,1,4,7,1,7,7,경기도,경기,2인 여행(가족 외),2023-06-10~2023-06-11,7,4,3,1
e002985,41,남,40,6,1,1,2,3,,4,6,2,1,11,11140,41,41590,41,41110,4,3,3,4,4,4,6,2,경기도,경기,3인 이상 여행(가족 외),2023-06-17~2023-06-17,1,2,3,2
e000999,41,여,60,4,1,3,1,11,,4,,2,1,11,11560,42,42150,28,28720,2,3,6,4,2,6,4,5,경기도,서울,3대 동반 여행(친척 포함),2023-05-27~2023-05-29,3,2,1,3
e007812,41,여,60,3,1,3,1,5,,4,,4,2,41,41190,28,28200,44,44270,3,3,5,4,4,4,5,5,경기도,서울,3대 동반 여행(친척 포함),2023-08-26~2023-08-26,1,3,2,3
e006546,41,남,60,4,1,2,2,3,,3,5,2,3,41,41480,41,41800,28,28710,3,5,2,2,3,3,3,6,경기도,경기,3인 이상 여행(가족 외),2023-08-11~2023-08-11,1,6,3,2
e002483,11,여,30,5,1,1,2,3,,4,6,3,3,42,42210,42,42150,50,50130,3,6,3,3,1,5,3,5,서울특별시,경기,2인 가족 여행,2023-06-15~2023-06-16,1,2,8,1
e005395,11,여,50,6,1,2,4,3,,4,9,3,4,50,50130,41,41830,42,42210,2,2,6,2,2,6,2,2,서울특별시,경기,나홀로 여행,2023-07-25~2023-07-25,1,4,2,0
e004510,46,여,30,6,1,2,2,3,,4,6,2,2,26,26710,42,42820,29,29200,1,1,1,4,4,1,3,1,전라남도,경기,2인 여행(가족 외),2023-07-15~2023-07-16,7,1,3,1
e006424,31,여,20,6,1,1,3,3,,1,8,2,4,26,26350,27,27290,47,47110,6,4,2,1,4,2,1,7,울산광역시,서울,2인 여행(가족 외),2023-08-05~2023-08-05,1,7,,1
e006862,28,여,20,6,1,1,4,3,,5,12,2,3,50,50110,30,30200,47,47130,2,2,2,1,6,5,2,5,인천광역시,서울,나홀로 여행,2023-08-20~2023-08-20,1,,,0
e003364,11,여,20,5,1,1,1,4,,4,,3,3,50,50110,26,26500,28,28260,6,2,4,5,2,5,5,5,서울특별시,경기,나홀로 여행,2023-06-17~2023-06-17,7,4,2,0
e005965,28,남,30,6,1,2,2,1,,7,11,2,2,11,11440,41,41570,28,28185,7,7,7,4,2,6,2,6,인천광역시,서울,2인 가족 여행,2023-08-05~2023-08-05,3,5,2,1
e010765,41,여,60,5,1,2,4,11,,1,6,3,5,11,11230,42,42150,47,47210,4,2,4,6,5,6,6,4,경기도,서울,2인 여행(가족 외),2023-08-28~2023-08-28,3,7,8,1
e002550,41,여,20,6,1,1,1,2,,5,,3,4,50,50130,26,26350,11,11170,3,2,2,2,4,3,6,5,경기도,서울,나홀로 여행,2023-06-13~2023-06-14,1,2,4,0
e000618,28,여,40,6,1,1,4,3,,5,10,2,1,42,42210,11,11140,26,26350,4,2,4,2,3,2,4,4,인천광역시,서울,2인 여행(가족 외),2023-05-27~2023-05-29,1,3,2,1
e010747,41,여,20,7,1,1,5,2,,4,10,3,10,50,50110,50,50130,42,42170,2,2,4,3,1,2,6,5,경기도,경기,나홀로 여행,2023-08-24~2023-08-24,1,6,,0
e001576,43,여,40,4,1,2,4,2,,4,8,3,6,42,42830,47,47110,30,30230,2,6,1,4,3,4,2,4,충청북도,서울,자녀 동반 여행,2023-05-29~2023-05-29,3,1,7,2
e006577,28,여,40,7,1,2,6,2,,1,7,3,1,42,42770,50,50130,28,28710,4,1,1,3,4,2,3,5,인천광역시,서울,나홀로 여행,2023-08-20~2023-08-20,7,8,10,0
e008407,44,여,30,6,2,1,4,12,,6,9,3,4,50,50130,47,47130,46,46150,1,2,4,5,2,6,1,7,충청남도,서울,3인 이상 여행(가족 외),2023-08-26~2023-08-26,8,1,9,3
e000710,41,남,30,5,1,2,2,3,,5,8,4,1,41,41650,41,41830,42,42750,1,1,6,4,1,3,6,2,경기도,경기,2인 여행(가족 외),2023-05-20~2023-05-21,2,1,3,1
e005219,44,여,30,7,1,2,4,3,,5,10,2,2,44,44210,11,11710,41,41360,4,4,1,1,1,7,1,4,충청남도,경기,자녀 동반 여행,2023-07-15~2023-07-15,2,3,1,3
e010722,28,여,20,6,1,1,4,12,,1,6,3,1,11,11110,11,11440,11,11680,4,3,1,6,6,6,5,7,인천광역시,서울,3인 이상 여행(가족 외),2023-08-25~2023-08-25,1,3,7,3
e007794,11,여,40,7,1,2,4,13,,4,7,2,1,41,41280,11,11350,42,42760,1,7,1,7,7,4,1,7,서울특별시,경기,자녀 동반 여행,2023-08-20~2023-08-20,7,5,,3
e002957,41,남,40,7,1,2,3,2,,7,9,2,2,11,11110,42,42150,50,50110,4,7,6,1,1,3,5,4,경기도,서울,자녀 동반 여행,2023-06-17~2023-06-18,1,3,2,2
e011583,11,여,60,4,1,2,4,11,,4,6,3,4,50,50130,46,46130,41,41280,2,2,2,2,2,1,6,4,서울특별시,경기,2인 가족 여행,2023-09-10~2023-09-10,7,2,1,1
e000353,41,여,40,6,1,1,1,3,,2,,3,2,26,26350,50,50130,42,42150,4,4,5,1,2,3,6,1,경기도,경기,나홀로 여행,2023-05-23~2023-05-23,1,2,4,0
e008170,43,남,30,4,1,1,6,8,,4,11,3,10,50,50110,11,11680,44,44130,6,2,5,1,1,3,2,2,충청북도,서울,2인 가족 여행,2023-08-25~2023-08-25,1,7,10,1
e011632,41,여,20,6,1,1,1,3,,3,,3,2,11,11110,42,42170,42,42150,6,2,3,5,6,5,7,5,경기도,서울,나홀로 여행,2023-08-29~2023-08-29,1,2,4,0
e004606,11,남,60,8,5,2,4,1,,5,6,2,1,41,41210,42,42230,47,47130,6,4,3,3,2,4,5,5,서울특별시,경기,2인 가족 여행,2023-07-22~2023-07-22,3,2,6,1
e000969,11,여,40,4,1,2,3,3,,2,12,3,6,42,42210,42,42230,26,26350,2,3,1,1,3,5,1,3,서울특별시,경기,나홀로 여행,2023-05-28~2023-05-28,6,8,2,0
e000509,29,남,20,6,1,1,4,2,,4,8,2,1,11,11710,50,50130,26,26350,6,2,1,3,3,6,6,3,광주광역시,서울,2인 여행(가족 외),2023-05-19~2023-05-21,7,3,2,1
e004927,11,남,40,6,1,2,2,2,,11,12,3,3,50,50130,50,50110,42,42150,2,1,7,1,1,5,7,6,서울특별시,경기,3인 이상 여행(가족 외),2023-07-29~2023-07-30,2,3,1,4
e007971,11,여,20,4,1,1,4,2,,4,8,2,2,26,26350,42,42230,48,48240,2,6,2,5,7,1,7,7,서울특별시,경기,2인 여행(가족 외),2023-08-20~2023-08-20,1,6,2,1
e007586,41,여,60,7,1,2,3,12,,4,7,3,6,41,41190,28,28237,43,43800,4,4,4,4,4,4,4,5,경기도,서울,3대 동반 여행(친척 포함),2023-08-27~2023-08-27,6,8,3,2
e004653,11,남,60,5,1,2,4,13,,5,9,4,1,41,41360,41,41830,42,42150,4,4,3,4,2,4,3,7,서울특별시,경기,자녀 동반 여행,2023-07-22~2023-07-22,1,2,3,3
e011572,44,여,20,6,1,2,2,2,,8,12,2,2,11,11140,11,11440,27,27260,4,4,5,5,6,5,5,6,충청남도,서울,2인 가족 여행,2023-08-26~2023-08-26,3,2,1,1
e000483,41,여,60,5,4,2,4,11,,1,5,4,5,42,42830,26,26350,44,44210,1,1,5,1,1,4,1,1,경기도,경기,3대 동반 여행(친척 포함),2023-05-27~2023-05-29,9,3,2,7
e003896,44,여,40,6,1,2,3,11,,2,7,2,1,42,42170,48,48240,26,26350,1,1,1,2,1,3,6,7,충청남도,경기,자녀 동반 여행,2023-06-25~2023-06-26,7,3,6,2
e002215,30,남,40,4,1,2,3,3,,6,7,2,1,50,50130,41,41670,42,42760,4,4,2,2,2,4,2,6,대전광역시,경기,자녀 동반 여행,2023-06-03~2023-06-04,1,3,6,2
e007847,41,남,40,5,1,2,3,3,,5,7,2,1,42,42780,41,41800,41,41650,5,3,1,3,6,7,1,6,경기도,경기,자녀 동반 여행,2023-08-26~2023-08-26,1,6,3,2
e004187,11,여,30,7,1,1,2,2,,3,7,3,1,50,50130,50,50110,42,42110,2,6,2,3,6,6,1,6,서울특별시,경기,2인 여행(가족 외),2023-07-01~2023-07-01,1,3,,1
e002597,41,여,30,6,1,2,4,2,,1,7,1,1,50,50110,26,26350,42,42150,1,1,1,1,5,1,7,7,경기도,서울,자녀 동반 여행,2023-06-10~2023-06-11,7,8,3,3
e007756,11,남,60,6,1,2,2,2,,5,6,2,1,42,42110,41,41570,41,41280,2,2,1,2,6,3,2,4,서울특별시,경기,2인 가족 여행,2023-08-25~2023-08-25,1,6,3,1
e004402,11,여,40,6,1,1,1,3,,8,,2,3,50,50110,42,42820,26,26710,3,3,4,5,5,6,2,2,서울특별시,경기,나홀로 여행,2023-07-01~2023-07-01,2,6,5,0
e002135,41,여,40,7,1,2,4,11,,1,7,3,10,41,41820,26,26260,42,42150,5,2,4,2,6,6,4,6,경기도,경기,자녀 동반 여행,2023-06-04~2023-06-05,7,1,3,3
e001264,28,남,20,6,5,1,1,2,,4,,2,2,50,50110,45,45110,42,42830,2,1,1,6,6,2,2,7,인천광역시,경기,2인 여행(가족 외),2023-05-28~2023-05-28,2,3,5,1
e000548,43,남,40,7,1,2,3,2,,5,8,3,4,11,11110,45,45110,50,50110,6,2,2,2,5,6,5,4,충청북도,경기,자녀 동반 여행,2023-05-26~2023-05-27,3,9,2,2
e006406,11,남,30,6,1,1,1,3,,5,,3,3,46,46110,47,47170,48,48310,2,1,2,4,6,2,1,6,서울특별시,경기,2인 여행(가족 외),2023-08-12~2023-08-12,7,5,1,1
e010712,41,여,40,5,1,2,4,11,,1,6,3,2,42,42210,50,50130,42,42170,3,4,6,4,5,6,6,5,경기도,경기,2인 여행(가족 외),2023-08-30~2023-08-30,8,2,3,1
e001467,11,여,30,6,1,1,5,3,,4,7,2,2,50,50130,42,42150,26,26350,3,3,3,4,5,5,3,7,서울특별시,경기,나홀로 여행,2023-06-01~2023-06-02,1,,,0
e002981,41,여,60,2,1,4,1,9,,3,,3,3,42,42150,50,50130,26,26350,2,2,2,3,3,3,2,6,경기도,경기,자녀 동반 여행,2023-06-15~2023-06-15,2,1,3,1
e004703,43,남,30,6,1,2,2,1,,6,9,2,1,50,50110,11,11680,26,26350,1,1,1,3,2,4,2,4,충청북도,서울,2인 가족 여행,2023-07-05~2023-07-08,3,7,2,1
e000010,48,여,30,6,1,1,2,3,,4,4,2,2,11,11710,11,11440,26,26350,5,4,3,2,5,4,5,3,경상남도,서울,나홀로 여행,2023-04-29~2023-04-30,8,1,2,0
e000765,11,남,30,6,1,2,5,3,,5,8,2,3,48,48740,47,47150,45,45730,1,1,2,6,7,1,1,6,서울특별시,경기,자녀 동반 여행,2023-05-21~2023-05-22,8,5,7,2
e002915,11,여,20,6,1,1,4,13,,5,12,2,1,42,42150,46,46150,26,26350,3,2,3,3,2,3,4,3,서울특별시,경기,2인 여행(가족 외),2023-06-18~2023-06-19,10,2,1,1
e003845,41,남,20,6,1,1,4,3,,4,9,2,1,42,42150,50,50110,28,28720,1,1,1,1,1,1,1,7,경기도,서울,2인 여행(가족 외),2023-07-07~2023-07-08,9,3,2,1
e001069,41,남,30,4,1,1,3,9,,4,5,1,10,42,42150,41,41820,48,48310,1,1,1,1,6,2,1,7,경기도,인천,2인 여행(가족 외),2023-06-04~2023-06-04,2,9,5,1
e004858,48,남,20,5,1,1,4,2,,1,4,3,5,26,26350,26,26500,26,26200,7,1,1,1,7,1,1,7,경상남도,서울,2인 여행(가족 외),2023-08-04~2023-08-06,1,2,3,1
e007316,41,여,20,7,2,1,1,12,,3,,3,3,42,42150,26,26500,50,50110,4,2,3,6,3,6,2,6,경기도,서울,2인 여행(가족 외),2023-08-17~2023-08-17,2,3,1,1
e000804,26,여,30,8,2,2,2,2,,4,7,2,2,47,47130,31,31170,41,41280,2,3,4,2,6,2,6,2,부산광역시,서울,2인 가족 여행,2023-05-25~2023-05-28,3,2,1,1
e003022,11,여,30,6,1,2,4,3,,7,12,3,3,42,42210,47,47130,26,26350,2,2,4,2,2,6,6,6,서울특별시,경기,자녀 동반 여행,2023-07-01~2023-07-02,3,8,2,2
e001940,26,여,20,4,1,1,4,3,,4,12,2,1,50,50110,42,42150,48,48250,1,1,4,1,1,1,6,7,부산광역시,경기,2인 여행(가족 외),2023-06-04~2023-06-05,5,2,3,1
e001525,41,여,50,6,1,2,5,11,,1,9,2,2,42,42210,50,50130,50,50110,3,2,5,3,2,5,3,4,경기도,경기,3인 이상 여행(가족 외),2023-05-30~2023-05-30,5,3,6,3
e001200,11,남,20,6,1,1,2,2,,4,4,2,1,50,50110,42,42150,27,27140,2,2,6,3,1,6,2,7,서울특별시,인천,2인 여행(가족 외),2023-05-26~2023-05-27,2,1,3,1
e000569,28,남,30,5,1,2,3,3,,4,4,2,1,28,28200,41,41190,41,41390,1,2,2,2,5,2,6,6,인천광역시,경기,자녀 동반 여행,2023-06-03~2023-06-03,3,1,4,2
e011070,11,여,20,6,1,1,1,3,,5,,2,1,41,41280,50,50130,50,50110,4,3,2,3,5,6,3,4,서울특별시,인천,2인 여행(가족 외),2023-08-26~2023-08-26,3,5,2,1
e005527,41,남,30,6,1,1,1,2,,5,,3,7,42,42150,50,50110,11,11170,2,4,2,1,6,4,2,3,경기도,서울,2인 여행(가족 외),2023-07-23~2023-07-23,8,3,7,1
e010254,41,여,20,5,1,1,4,2,,4,9,2,2,26,26350,50,50110,28,28710,2,1,1,3,6,6,2,6,경기도,경기,2인 여행(가족 외),2023-08-23~2023-08-23,1,3,2,1
e002937,11,여,20,6,1,2,2,3,,4,7,2,3,42,42150,50,50110,41,41360,3,3,3,3,3,2,4,3,서울특별시,경기,2인 가족 여행,2023-06-10~2023-06-11,3,2,9,1
e002168,41,남,30,7,1,2,3,3,,5,9,3,5,42,42150,41,41480,48,48170,7,1,1,1,1,1,7,6,경기도,경기,자녀 동반 여행,2023-06-03~2023-06-04,3,2,6,2
e003298,41,여,30,5,1,2,4,3,,5,12,4,10,42,42720,41,41270,11,11710,5,6,1,2,6,1,2,5,경기도,서울,자녀 동반 여행,2023-06-24~2023-06-24,3,7,8,3
e000521,41,남,40,6,1,2,2,4,,5,7,3,5,42,42210,42,42830,50,50110,5,5,5,6,6,4,5,5,경기도,인천,나홀로 여행,2023-05-24~2023-05-24,4,1,2,0
e006813,28,여,30,6,2,2,3,11,,1,5,2,2,28,28200,41,41390,28,28110,3,5,2,2,5,3,5,4,인천광역시,경기,자녀 동반 여행,2023-08-14~2023-08-14,3,1,7,2
e007821,11,여,40,6,5,2,4,11,,1,9,3,5,42,42150,44,44825,28,28710,2,3,4,3,4,3,3,5,서울특별시,인천,자녀 동반 여행,2023-08-19~2023-08-19,1,8,2,4
e007584,41,여,30,6,1,1,1,3,,4,,2,1,43,43800,28,28710,42,42210,3,3,1,3,3,1,4,2,경기도,경기,나홀로 여행,2023-08-16~2023-08-16,7,1,2,0
e007597,41,여,30,5,1,2,3,4,,2,5,2,2,42,42150,41,41590,11,11500,4,7,7,4,1,7,1,7,경기도,경기,자녀 동반 여행,2023-08-27~2023-08-27,8,1,5,2
e006422,41,여,30,6,1,2,2,3,,4,7,2,1,42,42230,48,48220,41,41110,4,2,2,4,4,2,4,7,경기도,서울,2인 여행(가족 외),2023-08-12~2023-08-12,5,1,7,1
f000458,11,여,40,5,1,2,3,2,,7,9,2,1,41,41570,28,28710,48,48850,2,2,2,2,4,4,4,6,서울특별시,경기,자녀 동반 여행,2023-05-28~2023-05-29,2,1,7,2
e008508,41,남,20,4,1,1,4,12,,2,10,2,2,26,26350,11,11410,46,46170,7,7,1,1,7,1,1,7,경기도,서울,2인 여행(가족 외),2023-08-22~2023-08-22,5,2,7,1
e002753,43,여,20,5,1,1,3,3,,4,6,2,1,42,42210,43,43760,11,11680,5,1,2,6,4,3,4,1,충청북도,경기,2인 여행(가족 외),2023-06-10~2023-06-11,3,1,7,1
e000861,27,여,30,6,1,2,3,2,,1,5,2,1,26,26350,41,41210,26,26470,4,2,3,4,6,4,2,6,대구광역시,서울,2인 여행(가족 외),2023-05-27~2023-05-30,7,8,2,1
e003721,11,여,30,4,1,1,3,3,,4,7,2,1,41,41820,42,42210,50,50130,3,2,3,4,3,4,2,7,서울특별시,경기,3인 이상 여행(가족 외),2023-07-08~2023-07-09,3,,,5
e013055,41,여,40,6,1,2,3,3,,5,10,2,1,41,41820,28,28710,42,42830,1,1,3,2,2,7,2,6,경기도,도서 지역,자녀 동반 여행,2023-09-17~2023-09-17,8,7,1,2
e006828,41,여,30,3,1,2,4,2,,4,6,2,2,41,41480,41,41570,11,11380,2,5,2,6,6,4,2,2,경기도,서울,나홀로 여행,2023-08-09~2023-08-09,2,5,1,0
e002770,41,여,30,6,1,2,2,2,,5,7,3,3,11,11560,50,50130,26,26230,2,1,2,1,2,4,2,4,경기도,서울,2인 가족 여행,2023-07-01~2023-07-02,2,1,3,1
e003400,11,여,20,6,1,1,3,2,,3,7,2,1,42,42820,50,50130,43,43800,1,3,2,4,7,4,6,7,서울특별시,경기,2인 여행(가족 외),2023-07-02~2023-07-03,6,1,3,1
